source,proposed_target,status,artifact_type,ownership,ownership_confidence,ownership_score,ownership_evidence,lifecycle,old_manifest_module,old_manifest_target,dynamic_loader,sys_path_mutation,parent_depth_indices,path_depth_risk,ci_reference,documentation_references,verification_required,notes
04_Testing/shadow_zone_context_forward_operation.py,04_Testing/research/shadow_or_legacy/shadow_zone_context_forward_operation.py,REVIEW_REQUIRED,operation_or_research,research.shadow_or_legacy,MEDIUM,600,Shadow=600[300:dynamic-module:02_AI.Shadow.research_intelligence_pipeline;300:dynamic-module:02_AI.Shadow.research_zone_context_forward_ledger] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/shadow_zone_context_forward_operation.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/swing_price_lattice_analysis.py,04_Testing/research/legacy_ml/swing_price_lattice_analysis.py,REVIEW_REQUIRED,operation_or_research,research.legacy_ml,MEDIUM,300,Core=300[300:dynamic-module:02_AI.Core.market_structure] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],HISTORICAL,research.legacy_ml,04_Testing/research/legacy_ml/swing_price_lattice_analysis.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;repo_root_semantics;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/test_account_protected_compounding_admission.py,04_Testing/ai/shadow/test_account_protected_compounding_admission.py,READY,pytest_test,Shadow,HIGH,630,Shadow=630[300:dynamic-module:02_AI.Shadow.account_protected_compounding_admission;300:dynamic-module:02_AI.Shadow.account_protection_guard;30:filename-heuristic] | Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_account_protected_compounding_admission.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_account_protected_execution_lifecycle.py,04_Testing/ai/shadow/test_account_protected_execution_lifecycle.py,READY,pytest_test,Shadow,HIGH,3630,Shadow=3630[300:dynamic-module:02_AI.Shadow.account_protected_compounding_admission;300:dynamic-module:02_AI.Shadow.account_protected_execution_lifecycle;300:dynamic-module:02_AI.Shadow.account_protection_guard;300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner;300:dynamic-module:02_AI.Shadow.broker_aware_risk_engine;300:dynamic-module:02_AI.Shadow.compounding_account_state_adapter;300:dynamic-module:02_AI.Shadow.compounding_lifecycle_accounting;300:dynamic-module:02_AI.Shadow.compounding_pnl_ledger;300:dynamic-module:02_AI.Shadow.compounding_trade_state_machine;300:dynamic-module:02_AI.Shadow.execution_aware_compounding_admission;300:dynamic-module:02_AI.Shadow.execution_aware_lifecycle_gate;300:dynamic-module:02_AI.Shadow.execution_friction_model;30:filename-heuristic] | Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_account_protected_execution_lifecycle.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_account_protection_guard.py,04_Testing/ai/shadow/test_account_protection_guard.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.account_protection_guard;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_account_protection_guard.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_backup.py,04_Testing/ai/database/test_backup.py,READY,pytest_test,Database,HIGH,330,Database=330[300:dynamic-module:02_AI.Database.backup;30:filename-heuristic],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_backup.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_bootstrap_compounding_planner.py,04_Testing/ai/shadow/test_bootstrap_compounding_planner.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_bootstrap_compounding_planner.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_bos.py,04_Testing/ai/core/test_bos.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.bos_engine;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_bos.py,YES,YES,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_bos_memory.py,04_Testing/ai/memory/test_bos_memory.py,READY,pytest_test,Memory,HIGH,330,Memory=330[300:dynamic-module:02_AI.Memory.bos_memory;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_bos_memory.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_candle_features.py,04_Testing/integration/test_candle_features.py,REVIEW_REQUIRED,pytest_test,multi_domain,MEDIUM,330,Features=330[300:dynamic-module:02_AI.Features.candle_features;30:filename-heuristic] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_candle_features.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,multiple strong source domains
04_Testing/test_candle_swing_intelligence.py,04_Testing/ai/core/test_candle_swing_intelligence.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.candle_swing_intelligence;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_candle_swing_intelligence.py,YES,NO,,NONE,YES,.github/workflows/ci.yml,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;ci_path_update;documentation_update;dynamic_loader_semantics,
04_Testing/test_canonical_history_pipeline.py,04_Testing/ai/dataset/test_canonical_history_pipeline.py,READY,pytest_test,Dataset,HIGH,600,Dataset=600[300:dynamic-module:02_AI.Dataset.export_dataset;300:dynamic-module:02_AI.Dataset.history_manager] | Common=300[300:dynamic-module:02_AI.Common.instrument_context],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_canonical_history_pipeline.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_compounding_account_state_adapter.py,04_Testing/ai/shadow/test_compounding_account_state_adapter.py,READY,pytest_test,Shadow,HIGH,630,Shadow=630[300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner;300:dynamic-module:02_AI.Shadow.compounding_account_state_adapter;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_compounding_account_state_adapter.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_compounding_lifecycle_accounting.py,04_Testing/ai/shadow/test_compounding_lifecycle_accounting.py,READY,pytest_test,Shadow,HIGH,1530,Shadow=1530[300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner;300:dynamic-module:02_AI.Shadow.compounding_account_state_adapter;300:dynamic-module:02_AI.Shadow.compounding_lifecycle_accounting;300:dynamic-module:02_AI.Shadow.compounding_pnl_ledger;300:dynamic-module:02_AI.Shadow.compounding_trade_state_machine;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_compounding_lifecycle_accounting.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_compounding_pnl_ledger.py,04_Testing/ai/shadow/test_compounding_pnl_ledger.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.compounding_pnl_ledger;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_compounding_pnl_ledger.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_compounding_risk_watermark.py,04_Testing/ai/shadow/test_compounding_risk_watermark.py,READY,pytest_test,Shadow,HIGH,900,Shadow=900[300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner;300:dynamic-module:02_AI.Shadow.compounding_account_state_adapter;300:dynamic-module:02_AI.Shadow.compounding_trade_state_machine],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_compounding_risk_watermark.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_compounding_trade_state_machine.py,04_Testing/ai/shadow/test_compounding_trade_state_machine.py,READY,pytest_test,Shadow,HIGH,930,Shadow=930[300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner;300:dynamic-module:02_AI.Shadow.compounding_account_state_adapter;300:dynamic-module:02_AI.Shadow.compounding_trade_state_machine;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_compounding_trade_state_machine.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_confidence.py,04_Testing/ai/core/test_confidence.py,READY,pytest_test,Core,HIGH,930,Core=930[300:dynamic-module:02_AI.Core.confidence_engine;30:filename-heuristic],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_confidence.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_confidence_integration.py,04_Testing/ai/core/test_confidence_integration.py,READY,pytest_test,Core,HIGH,1500,Core=1500[300:dynamic-module:02_AI.Core.confidence_engine;300:dynamic-module:02_AI.Core.fvg_engine;300:dynamic-module:02_AI.Core.fvg_mitigation_engine;300:dynamic-module:02_AI.Core.fvg_quality_engine],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_confidence_integration.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_confidence_pipeline.py,04_Testing/ai/core/test_confidence_pipeline.py,READY,pytest_test,Core,HIGH,3000,Core=3000[300:dynamic-module:02_AI.Core.bos_engine;300:dynamic-module:02_AI.Core.confidence_engine;300:dynamic-module:02_AI.Core.displacement_engine;300:dynamic-module:02_AI.Core.fvg_engine;300:dynamic-module:02_AI.Core.fvg_mitigation_engine;300:dynamic-module:02_AI.Core.fvg_quality_engine;300:dynamic-module:02_AI.Core.liquidity_engine;300:dynamic-module:02_AI.Core.liquidity_sweep_engine;300:dynamic-module:02_AI.Core.market_structure] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_confidence_pipeline.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_confidence_temporal.py,04_Testing/ai/core/test_confidence_temporal.py,READY,pytest_test,Core,HIGH,300,Core=300[300:dynamic-module:02_AI.Core.confidence_engine],HISTORICAL_OR_SHADOW,research.shadow_or_legacy,04_Testing/research/shadow_or_legacy/test_confidence_temporal.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_config.py,04_Testing/ai/config/test_config.py,READY,pytest_test,Config,HIGH,550,"Config=550[250:source-domain-path:Automated unit tests for 02_AI/Config/settings.py
Path: 04_Testing/test_config.py;300:dynamic-module:02_AI.Config.settings]",ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_config.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_database.py,04_Testing/ai/database/test_database.py,READY,pytest_test,Database,HIGH,510,Database=510[120:domain-from:Database.database;120:module-from:Database.database;30:filename-heuristic],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_database.py,NO,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics,
04_Testing/test_design_xauusd_portable_331_one_time_test_protocol.py,04_Testing/test_design_xauusd_portable_331_one_time_test_protocol.py,FROZEN_STAY,pytest_test,frozen_compatibility,FROZEN,0,,FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/test_design_xauusd_portable_331_one_time_test_protocol.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_design_xauusd_portable_331_one_time_validation_protocol.py,04_Testing/test_design_xauusd_portable_331_one_time_validation_protocol.py,FROZEN_STAY,pytest_test,frozen_compatibility,FROZEN,0,,FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/test_design_xauusd_portable_331_one_time_validation_protocol.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_displacement.py,04_Testing/integration/test_displacement.py,REVIEW_REQUIRED,pytest_test,multi_domain,MEDIUM,330,Core=330[300:dynamic-module:02_AI.Core.displacement_engine;30:filename-heuristic] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_displacement.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,multiple strong source domains
04_Testing/test_enums.py,04_Testing/ai/common/test_enums.py,READY,pytest_test,Common,HIGH,330,Common=330[300:dynamic-module:02_AI.Common.enums;30:filename-heuristic],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_enums.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_evaluate_xauusd_portable_331_train_model_candidates.py,04_Testing/test_evaluate_xauusd_portable_331_train_model_candidates.py,REVIEW_REQUIRED,pytest_test,unresolved,LOW,0,,HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/test_evaluate_xauusd_portable_331_train_model_candidates.py,YES,NO,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_execution_aware_compounding_admission.py,04_Testing/ai/shadow/test_execution_aware_compounding_admission.py,READY,pytest_test,Shadow,HIGH,1530,Shadow=1530[300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner;300:dynamic-module:02_AI.Shadow.broker_aware_risk_engine;300:dynamic-module:02_AI.Shadow.compounding_account_state_adapter;300:dynamic-module:02_AI.Shadow.execution_aware_compounding_admission;300:dynamic-module:02_AI.Shadow.execution_friction_model;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_execution_aware_compounding_admission.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_execution_aware_lifecycle_gate.py,04_Testing/ai/shadow/test_execution_aware_lifecycle_gate.py,READY,pytest_test,Shadow,HIGH,2130,Shadow=2130[300:dynamic-module:02_AI.Shadow.bootstrap_compounding_planner;300:dynamic-module:02_AI.Shadow.compounding_account_state_adapter;300:dynamic-module:02_AI.Shadow.compounding_lifecycle_accounting;300:dynamic-module:02_AI.Shadow.compounding_pnl_ledger;300:dynamic-module:02_AI.Shadow.compounding_trade_state_machine;300:dynamic-module:02_AI.Shadow.execution_aware_compounding_admission;300:dynamic-module:02_AI.Shadow.execution_aware_lifecycle_gate;30:filename-heuristic] | Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_execution_aware_lifecycle_gate.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_execution_friction_model.py,04_Testing/ai/shadow/test_execution_friction_model.py,READY,pytest_test,Shadow,HIGH,330,Shadow=330[300:dynamic-module:02_AI.Shadow.execution_friction_model;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_execution_friction_model.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_exness_demo_xauusd_attestation_launcher.py,04_Testing/test_exness_demo_xauusd_attestation_launcher.py,REVIEW_REQUIRED,pytest_test,unresolved,LOW,0,,ACTIVE_REGRESSION,runtime.misc,04_Testing/runtime/misc/test_exness_demo_xauusd_attestation_launcher.py,NO,YES,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest,
04_Testing/test_exness_demo_xauusd_context_attestation_operation.py,04_Testing/ai/common/test_exness_demo_xauusd_context_attestation_operation.py,REVIEW_REQUIRED,pytest_test,Common,MEDIUM,120,Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.misc,04_Testing/runtime/misc/test_exness_demo_xauusd_context_attestation_operation.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_exness_demo_xauusd_resolver_readiness.py,04_Testing/ai/common/test_exness_demo_xauusd_resolver_readiness.py,REVIEW_REQUIRED,pytest_test,Common,MEDIUM,120,Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.misc,04_Testing/runtime/misc/test_exness_demo_xauusd_resolver_readiness.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_exness_historical_fill_telemetry_direct_script.py,04_Testing/test_exness_historical_fill_telemetry_direct_script.py,REVIEW_REQUIRED,pytest_test,unresolved,LOW,0,,ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_exness_historical_fill_telemetry_direct_script.py,NO,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest,
04_Testing/test_exness_historical_fill_telemetry_operation.py,04_Testing/test_exness_historical_fill_telemetry_operation.py,REVIEW_REQUIRED,pytest_test,unresolved,LOW,0,,ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_exness_historical_fill_telemetry_operation.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_exporter.py,04_Testing/ai/dataset/test_exporter.py,READY,pytest_test,Dataset,HIGH,600,Dataset=600[300:dynamic-module:02_AI.Dataset.data_fetcher;300:dynamic-module:02_AI.Dataset.export_dataset],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_exporter.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_feature_generator.py,04_Testing/integration/test_feature_generator.py,REVIEW_REQUIRED,pytest_test,multi_domain,MEDIUM,330,Features=330[300:dynamic-module:02_AI.Features.feature_generator;30:filename-heuristic] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_feature_generator.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,multiple strong source domains
04_Testing/test_feature_list.py,04_Testing/ai/features/test_feature_list.py,READY,pytest_test,Features,HIGH,330,Features=330[300:dynamic-module:02_AI.Features.feature_list;30:filename-heuristic],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_feature_list.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_fetcher.py,04_Testing/ai/dataset/test_fetcher.py,READY,pytest_test,Dataset,HIGH,300,Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_fetcher.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_fit_xauusd_portable_331_c04_full_train_model.py,04_Testing/test_fit_xauusd_portable_331_c04_full_train_model.py,REVIEW_REQUIRED,pytest_test,unresolved,LOW,0,,HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/test_fit_xauusd_portable_331_c04_full_train_model.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_forward_demo_execution_evidence_journal.py,04_Testing/ai/shadow/test_forward_demo_execution_evidence_journal.py,READY,pytest_test,Shadow,HIGH,630,Shadow=630[300:dynamic-module:02_AI.Shadow.forward_demo_execution_evidence_journal;300:dynamic-module:02_AI.Shadow.forward_execution_evidence_capture;30:filename-heuristic],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_forward_demo_execution_evidence_journal.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_forward_demo_journal_realized_fill_bridge_integration.py,04_Testing/ai/shadow/test_forward_demo_journal_realized_fill_bridge_integration.py,READY,pytest_test,Shadow,HIGH,900,Shadow=900[300:dynamic-module:02_AI.Shadow.execution_friction_model;300:dynamic-module:02_AI.Shadow.forward_demo_execution_evidence_journal;300:dynamic-module:02_AI.Shadow.realized_fill_telemetry_bridge] | Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_forward_demo_journal_realized_fill_bridge_integration.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_forward_execution_evidence_capture.py,04_Testing/ai/shadow/test_forward_execution_evidence_capture.py,READY,pytest_test,Shadow,HIGH,630,Shadow=630[300:dynamic-module:02_AI.Shadow.forward_execution_evidence_capture;300:dynamic-module:02_AI.Shadow.realized_fill_telemetry_bridge;30:filename-heuristic] | Common=120[120:module-from:types],ACTIVE_REGRESSION,runtime.execution_risk,04_Testing/runtime/execution_risk/test_forward_execution_evidence_capture.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_freeze_xauusd_portable_331_one_time_validation_result.py,04_Testing/test_freeze_xauusd_portable_331_one_time_validation_result.py,FROZEN_STAY,pytest_test,frozen_compatibility,FROZEN,0,,FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/test_freeze_xauusd_portable_331_one_time_validation_result.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_freeze_xauusd_portable_331_train_internal_winner.py,04_Testing/test_freeze_xauusd_portable_331_train_internal_winner.py,REVIEW_REQUIRED,pytest_test,unresolved,LOW,0,,HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/test_freeze_xauusd_portable_331_train_internal_winner.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_fvg.py,04_Testing/ai/core/test_fvg.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.fvg_engine;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_fvg.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_fvg_mitigation.py,04_Testing/ai/core/test_fvg_mitigation.py,READY,pytest_test,Core,HIGH,330,Core=330[300:dynamic-module:02_AI.Core.fvg_mitigation_engine;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_fvg_mitigation.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_fvg_quality.py,04_Testing/ai/core/test_fvg_quality.py,READY,pytest_test,Core,HIGH,210,Core=210[180:module-string:fvg_quality_engine;30:filename-heuristic],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_fvg_quality.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_history_cleaner.py,04_Testing/ai/dataset/test_history_cleaner.py,READY,pytest_test,Dataset,HIGH,630,Dataset=630[300:dynamic-module:02_AI.Dataset.data_fetcher;300:dynamic-module:02_AI.Dataset.history_cleaner;30:filename-heuristic],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_history_cleaner.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_history_downloader.py,04_Testing/ai/dataset/test_history_downloader.py,READY,pytest_test,Dataset,HIGH,330,Dataset=330[300:dynamic-module:02_AI.Dataset.history_downloader;30:filename-heuristic],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_history_downloader.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_history_manager.py,04_Testing/ai/dataset/test_history_manager.py,READY,pytest_test,Dataset,HIGH,330,Dataset=330[300:dynamic-module:02_AI.Dataset.history_manager;30:filename-heuristic],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_history_manager.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
04_Testing/test_history_validator.py,04_Testing/ai/dataset/test_history_validator.py,READY,pytest_test,Dataset,HIGH,630,Dataset=630[300:dynamic-module:02_AI.Dataset.data_fetcher;300:dynamic-module:02_AI.Dataset.history_validator;30:filename-heuristic],ACTIVE_REGRESSION,runtime.infrastructure,04_Testing/runtime/infrastructure/test_history_validator.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,
