source,proposed_target,manifest_status,current_state,ownership,ownership_confidence,lifecycle,dynamic_loader,sys_path_mutation,path_depth_risk,ci_reference_at_manifest_freeze
04_Testing/test_realized_execution_cost_accounting.py,04_Testing/ai/shadow/test_realized_execution_cost_accounting.py,READY,EXECUTED,Shadow,HIGH,ACTIVE_REGRESSION,YES,NO,NONE,NO
04_Testing/test_realized_execution_cost_lifecycle_observer.py,04_Testing/ai/shadow/test_realized_execution_cost_lifecycle_observer.py,READY,EXECUTED,Shadow,HIGH,ACTIVE_REGRESSION,YES,NO,NONE,NO
04_Testing/test_realized_fill_observation_coordinator.py,04_Testing/ai/shadow/test_realized_fill_observation_coordinator.py,READY,EXECUTED,Shadow,HIGH,ACTIVE_REGRESSION,YES,NO,NONE,NO
04_Testing/test_realized_fill_telemetry_bridge.py,04_Testing/ai/shadow/test_realized_fill_telemetry_bridge.py,READY,EXECUTED,Shadow,HIGH,ACTIVE_REGRESSION,YES,NO,NONE,NO
04_Testing/test_repository.py,04_Testing/ai/database/test_repository.py,READY,EXECUTED,Database,HIGH,ACTIVE_REGRESSION,YES,YES,HIGH,NO
04_Testing/test_research_candidate_episode.py,04_Testing/ai/shadow/test_research_candidate_episode.py,READY,EXECUTED,Shadow,HIGH,HISTORICAL_OR_SHADOW,YES,NO,NONE,YES
04_Testing/test_research_candidate_ledger.py,04_Testing/ai/shadow/test_research_candidate_ledger.py,READY,EXECUTED,Shadow,HIGH,HISTORICAL_OR_SHADOW,YES,NO,NONE,YES
04_Testing/test_research_intelligence_pipeline.py,04_Testing/ai/core/test_research_intelligence_pipeline.py,READY,EXECUTED,Core,HIGH,HISTORICAL_OR_SHADOW,YES,NO,NONE,YES
04_Testing/test_research_opportunity_quality.py,04_Testing/ai/shadow/test_research_opportunity_quality.py,READY,EXECUTED,Shadow,HIGH,HISTORICAL_OR_SHADOW,YES,NO,NONE,YES
04_Testing/test_research_opportunity_weight_engine.py,04_Testing/ai/shadow/test_research_opportunity_weight_engine.py,READY,EXECUTED,Shadow,HIGH,HISTORICAL_OR_SHADOW,YES,NO,NONE,YES
04_Testing/test_research_telemetry.py,04_Testing/ai/shadow/test_research_telemetry.py,READY,EXECUTED,Shadow,HIGH,HISTORICAL_OR_SHADOW,YES,NO,NONE,YES
04_Testing/test_research_weight_forward_ledger.py,04_Testing/ai/shadow/test_research_weight_forward_ledger.py,READY,EXECUTED,Shadow,HIGH,HISTORICAL_OR_SHADOW,YES,NO,NONE,YES
04_Testing/test_research_zone_context_forward_ledger.py,04_Testing/ai/shadow/test_research_zone_context_forward_ledger.py,READY,EXECUTED,Shadow,HIGH,HISTORICAL_OR_SHADOW,YES,NO,NONE,YES
04_Testing/test_research_zone_context_outcome.py,04_Testing/ai/shadow/test_research_zone_context_outcome.py,READY,EXECUTED,Shadow,HIGH,HISTORICAL_OR_SHADOW,YES,NO,NONE,YES
04_Testing/test_risk_engine.py,04_Testing/ai/core/test_risk_engine.py,READY,EXECUTED,Core,HIGH,ACTIVE_REGRESSION,YES,NO,NONE,NO
04_Testing/test_risk_mode_basket_reconciliation.py,04_Testing/ai/shadow/test_risk_mode_basket_reconciliation.py,READY,EXECUTED,Shadow,HIGH,ACTIVE_REGRESSION,YES,NO,NONE,NO
04_Testing/test_risk_policy_scenario_matrix.py,04_Testing/ai/shadow/test_risk_policy_scenario_matrix.py,READY,EXECUTED,Shadow,HIGH,ACTIVE_REGRESSION,YES,NO,NONE,NO
04_Testing/test_risk_reconciled_account_protected_lifecycle.py,04_Testing/ai/shadow/test_risk_reconciled_account_protected_lifecycle.py,READY,EXECUTED,Shadow,HIGH,ACTIVE_REGRESSION,YES,NO,NONE,NO
04_Testing/test_run_xauusd_portable_331_candidate_evaluator_integration.py,04_Testing/ai/common/test_run_xauusd_portable_331_candidate_evaluator_integration.py,REVIEW_REQUIRED,REVIEW_REQUIRED,Common,MEDIUM,HISTORICAL_FROZEN,YES,NO,NONE,NO
04_Testing/test_run_xauusd_portable_331_one_time_test.py,04_Testing/test_run_xauusd_portable_331_one_time_test.py,FROZEN_STAY,FROZEN_STAY,frozen_compatibility,FROZEN,FROZEN_HOLDOUT,YES,NO,NONE,NO
04_Testing/test_run_xauusd_portable_331_one_time_validation.py,04_Testing/test_run_xauusd_portable_331_one_time_validation.py,FROZEN_STAY,FROZEN_STAY,frozen_compatibility,FROZEN,FROZEN_HOLDOUT,YES,NO,NONE,NO
04_Testing/test_run_xauusd_portable_331_train_candidate_walk_forward_evaluation.py,04_Testing/test_run_xauusd_portable_331_train_candidate_walk_forward_evaluation.py,REVIEW_REQUIRED,REVIEW_REQUIRED,unresolved,LOW,HISTORICAL_FROZEN,YES,NO,NONE,NO
04_Testing/test_scalping_pipeline.py,04_Testing/ai/objects/test_scalping_pipeline.py,READY,EXECUTED,Objects,HIGH,HISTORICAL_OR_SHADOW,YES,NO,NONE,NO
04_Testing/test_schema.py,04_Testing/ai/database/test_schema.py,READY,EXECUTED,Database,HIGH,ACTIVE_REGRESSION,YES,YES,HIGH,NO
04_Testing/test_setup_state.py,04_Testing/ai/core/test_setup_state.py,READY,EXECUTED,Core,HIGH,ACTIVE_REGRESSION,YES,NO,NONE,NO
04_Testing/test_trend_features.py,04_Testing/integration/test_trend_features.py,REVIEW_REQUIRED,REVIEW_REQUIRED,multi_domain,MEDIUM,ACTIVE_REGRESSION,YES,YES,HIGH,NO
04_Testing/test_v1_health.py,04_Testing/ai/config/test_v1_health.py,READY,EXECUTED,Config,HIGH,ACTIVE_REGRESSION,YES,NO,HIGH,YES
04_Testing/test_verify_xauusd_portable_331_c04_full_train_model_artifact.py,04_Testing/test_verify_xauusd_portable_331_c04_full_train_model_artifact.py,REVIEW_REQUIRED,REVIEW_REQUIRED,unresolved,LOW,HISTORICAL_FROZEN,YES,NO,NONE,NO
04_Testing/test_volatility_features.py,04_Testing/integration/test_volatility_features.py,REVIEW_REQUIRED,REVIEW_REQUIRED,multi_domain,MEDIUM,ACTIVE_REGRESSION,YES,YES,HIGH,NO
04_Testing/test_xauusd_hierarchical_model_v4_trainer.py,04_Testing/integration/test_xauusd_hierarchical_model_v4_trainer.py,REVIEW_REQUIRED,REVIEW_EXECUTED,multi_domain,MEDIUM,HISTORICAL,YES,NO,NONE,NO
04_Testing/test_xauusd_portable_331_authorized_test_source.py,04_Testing/test_xauusd_portable_331_authorized_test_source.py,FROZEN_STAY,FROZEN_STAY,frozen_compatibility,FROZEN,FROZEN_HOLDOUT,YES,NO,NONE,NO
04_Testing/test_xauusd_portable_331_authorized_validation_source.py,04_Testing/test_xauusd_portable_331_authorized_validation_source.py,FROZEN_STAY,FROZEN_STAY,frozen_compatibility,FROZEN,FROZEN_HOLDOUT,YES,NO,NONE,NO
04_Testing/test_xauusd_portable_331_candidate_evaluator_runtime_import.py,04_Testing/test_xauusd_portable_331_candidate_evaluator_runtime_import.py,REVIEW_REQUIRED,REVIEW_REQUIRED,unresolved,LOW,HISTORICAL_FROZEN,YES,NO,NONE,NO
04_Testing/test_xauusd_portable_331_one_time_test_core.py,04_Testing/test_xauusd_portable_331_one_time_test_core.py,FROZEN_STAY,FROZEN_STAY,frozen_compatibility,FROZEN,FROZEN_HOLDOUT,YES,NO,NONE,NO
04_Testing/test_xauusd_portable_331_one_time_validation_core.py,04_Testing/test_xauusd_portable_331_one_time_validation_core.py,FROZEN_STAY,FROZEN_STAY,frozen_compatibility,FROZEN,FROZEN_HOLDOUT,YES,NO,NONE,NO
04_Testing/test_xauusd_portable_331_training_input_loader.py,04_Testing/ai/dataset/test_xauusd_portable_331_training_input_loader.py,READY,EXECUTED,Dataset,HIGH,HISTORICAL_FROZEN,YES,NO,NONE,NO
04_Testing/test_xauusd_portable_training_feature_projector.py,04_Testing/ai/dataset/test_xauusd_portable_training_feature_projector.py,READY,EXECUTED,Dataset,HIGH,ACTIVE_REGRESSION,YES,NO,NONE,NO
04_Testing/train_xauusd_hierarchical_model_v4.py,04_Testing/research/legacy_ml/train_xauusd_hierarchical_model_v4.py,REVIEW_REQUIRED,REVIEW_REQUIRED,research.legacy_ml,MEDIUM,HISTORICAL,YES,YES,NONE,NO
04_Testing/train_xauusd_model_v1.py,04_Testing/research/legacy_ml/train_xauusd_model_v1.py,REVIEW_REQUIRED,REVIEW_REQUIRED,research.legacy_ml,MEDIUM,HISTORICAL,YES,YES,NONE,NO
04_Testing/train_xauusd_model_v2.py,04_Testing/research/legacy_ml/train_xauusd_model_v2.py,REVIEW_REQUIRED,REVIEW_REQUIRED,research.legacy_ml,MEDIUM,HISTORICAL,YES,YES,NONE,NO
04_Testing/train_xauusd_model_v3.py,04_Testing/research/legacy_ml/train_xauusd_model_v3.py,REVIEW_REQUIRED,REVIEW_REQUIRED,research.legacy_ml,MEDIUM,HISTORICAL,YES,YES,NONE,NO
04_Testing/tune_xauusd_hierarchical_model_v4_stage_b.py,04_Testing/research/legacy_ml/tune_xauusd_hierarchical_model_v4_stage_b.py,REVIEW_REQUIRED,REVIEW_REQUIRED,research.legacy_ml,MEDIUM,HISTORICAL,YES,YES,NONE,NO
04_Testing/verify_xauusd_portable_331_c04_full_train_model_artifact.py,04_Testing/research/portable_331/train/verify_xauusd_portable_331_c04_full_train_model_artifact.py,REVIEW_REQUIRED,REVIEW_REQUIRED,research.portable_331.train,MEDIUM,HISTORICAL_FROZEN,NO,NO,HIGH,NO
04_Testing/xauusd_portable_331_authorized_test_source.py,04_Testing/xauusd_portable_331_authorized_test_source.py,FROZEN_STAY,FROZEN_STAY,frozen_compatibility,FROZEN,FROZEN_HOLDOUT,YES,NO,NONE,NO
04_Testing/xauusd_portable_331_authorized_validation_source.py,04_Testing/xauusd_portable_331_authorized_validation_source.py,FROZEN_STAY,FROZEN_STAY,frozen_compatibility,FROZEN,FROZEN_HOLDOUT,YES,NO,HIGH,NO
04_Testing/xauusd_portable_331_one_time_test_core.py,04_Testing/xauusd_portable_331_one_time_test_core.py,FROZEN_STAY,FROZEN_STAY,frozen_compatibility,FROZEN,FROZEN_HOLDOUT,NO,NO,NONE,NO
04_Testing/xauusd_portable_331_one_time_validation_core.py,04_Testing/xauusd_portable_331_one_time_validation_core.py,FROZEN_STAY,FROZEN_STAY,frozen_compatibility,FROZEN,FROZEN_HOLDOUT,YES,NO,HIGH,NO
test_logger.py,test_logger.py,REVIEW_REQUIRED,REVIEW_REQUIRED,Utils,MEDIUM,NORMAL,YES,YES,NONE,NO
test_settings.py,test_settings.py,REVIEW_REQUIRED,REVIEW_REQUIRED,Config,MEDIUM,NORMAL,YES,YES,NONE,NO
